"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2020","129.00","129.87","129.89","126.50","501.46K","0.54%"
"03/03/2020","128.31","131.83","132.34","126.73","713.29K","-2.46%"
"03/02/2020","131.55","125.01","131.88","125.01","560.46K","5.16%"
"02/28/2020","125.10","127.85","130.39","123.01","909.90K","-4.87%"
"02/27/2020","131.51","134.18","136.24","131.22","430.24K","-3.56%"
"02/26/2020","136.37","139.05","139.59","135.57","376.54K","-1.20%"
"02/25/2020","138.02","143.82","143.82","137.52","374.85K","-3.86%"
"02/24/2020","143.56","141.62","144.57","141.50","316.19K","-1.25%"
"02/21/2020","145.37","145.82","145.96","144.15","319.69K","-0.75%"
"02/20/2020","146.47","145.46","146.71","144.64","276.98K","0.03%"
"02/19/2020","146.43","144.56","146.92","144.43","222.64K","1.45%"
"02/18/2020","144.33","143.72","145.13","143.39","298.15K","-0.02%"
"02/14/2020","144.36","144.76","145.22","144.15","184.70K","-0.03%"
"02/13/2020","144.40","143.71","144.82","143.42","196.16K","-0.35%"
"02/12/2020","144.90","144.44","145.64","143.05","305.62K","1.00%"
"02/11/2020","143.46","144.21","144.64","143.25","215.85K","-0.13%"
"02/10/2020","143.64","142.68","143.77","142.14","274.53K","0.52%"
"02/07/2020","142.90","143.29","144.99","142.66","261.16K","-0.61%"
"02/06/2020","143.77","147.89","147.89","143.57","354.78K","-2.07%"
"02/05/2020","146.81","146.08","147.33","145.90","483.93K","0.80%"
"02/04/2020","145.65","145.57","146.56","143.88","424.51K","1.41%"
"02/03/2020","143.62","142.63","144.24","142.23","427.47K","1.22%"
"01/31/2020","141.89","143.89","145.01","141.08","453.66K","-2.25%"
"01/30/2020","145.16","142.17","145.20","141.44","303.37K","1.32%"
"01/29/2020","143.27","144.80","145.75","143.05","531.03K","-2.04%"
"01/28/2020","146.26","145.39","147.20","144.72","365.21K","0.86%"
"01/27/2020","145.01","144.10","146.51","142.86","595.53K","-0.54%"
"01/24/2020","145.80","146.29","146.41","143.66","444.28K","-0.33%"
"01/23/2020","146.28","145.53","147.03","144.58","563.93K","0.19%"
"01/22/2020","146.00","148.38","148.38","145.31","776.31K","-1.02%"
"01/21/2020","147.50","140.00","148.64","139.20","1.08M","5.99%"
"01/17/2020","139.17","138.13","139.33","137.77","319.28K","0.67%"
"01/16/2020","138.25","136.98","138.66","136.98","350.86K","1.42%"
"01/15/2020","136.32","137.05","137.94","135.62","344.42K","-1.17%"
"01/14/2020","137.93","137.71","138.19","136.52","325.26K","0.21%"
"01/13/2020","137.64","137.90","137.90","136.79","440.50K","-0.06%"
"01/10/2020","137.72","137.87","138.05","136.68","386.44K","-0.17%"
"01/09/2020","137.95","136.56","138.23","135.77","425.00K","1.43%"
"01/08/2020","136.00","133.80","136.52","133.80","342.45K","1.64%"
"01/07/2020","133.80","135.13","135.13","133.50","187.64K","-0.97%"
"01/06/2020","135.11","134.50","135.65","134.13","358.38K","-0.58%"
"01/03/2020","135.90","135.91","136.54","135.09","257.42K","-0.67%"
"01/02/2020","136.81","136.93","137.74","135.31","342.84K","0.15%"
